shipment_id,route_id,date,delay_minutes,cost_usd,temp_c,status
SHP10447,RT02,1999-03-31,4,85.05,5.1,delivered
SHP10448,RT02,1999-04-01,3,92.37,6.5,in_transit
SHP10449,RT04,1999-04-02,9,30.77,6.6,in_transit
SHP10450,RT01,1999-04-03,11,70.03,2.6,in_transit
SHP10451,RT04,1999-04-04,5,78.51,6.6,delivered
SHP10452,RT04,1999-04-05,10,41.9,8.2,delivered
SHP10453,RT01,1999-04-06,12,95.88,6.4,delivered
SHP10454,RT02,1999-04-07,9,44.2,5.1,delivered
SHP10455,RT02,1999-04-08,12,48.53,6.2,delivered
SHP10456,RT03,1999-04-09,9,32.03,8.8,delivered
SHP10457,RT01,1999-04-10,11,58.73,6.6,in_transit
SHP10458,RT02,1999-04-11,12,63.24,6.0,delivered
SHP10459,RT01,1999-04-12,7,86.79,4.5,in_transit
SHP10460,RT02,1999-04-13,10,85.76,3.9,delivered
SHP10461,RT01,1999-04-14,5,67.12,3.4,in_transit
SHP10462,RT03,1999-04-15,17,31.0,5.8,delivered
SHP10463,RT02,1999-04-16,10,67.27,2.9,delivered
SHP10464,RT04,1999-04-17,4,74.12,1.4,failed
SHP10465,RT01,1999-04-18,10,99.81,6.2,delivered
SHP10466,RT03,1999-04-19,6,32.96,3.9,in_transit
SHP10467,RT04,1999-04-20,10,45.2,7.0,delivered
SHP10468,RT04,1999-04-21,9,73.47,2.7,delivered
SHP10469,RT03,1999-04-22,10,97.48,3.7,in_transit
SHP10470,RT04,1999-04-23,10,51.55,6.0,delivered
SHP10471,RT01,1999-04-24,11,57.44,5.4,failed
SHP10472,RT02,1999-04-25,15,95.46,5.4,delivered
SHP10473,RT03,1999-04-26,7,62.36,4.1,delivered
SHP10474,RT02,1999-04-27,12,71.13,3.3,delivered
SHP10475,RT01,1999-04-28,16,62.67,7.2,failed
SHP10476,RT04,1999-04-29,7,62.7,3.5,delivered
SHP10477,RT03,1999-04-30,12,65.38,6.3,delivered
SHP10478,RT03,1999-05-01,8,77.58,6.1,in_transit
SHP10479,RT01,1999-05-02,10,53.29,7.1,delivered
SHP10480,RT02,1999-05-03,15,81.56,2.2,in_transit
SHP10481,RT01,1999-05-04,3,74.78,4.3,delivered
SHP10482,RT04,1999-05-05,6,78.24,4.0,in_transit
SHP10483,RT04,1999-05-06,11,74.55,5.0,failed
SHP10484,RT04,1999-05-07,13,89.0,6.5,delivered
SHP10485,RT03,1999-05-08,5,57.13,5.6,delivered
SHP10486,RT02,1999-05-09,12,63.6,3.3,delivered
SHP10487,RT03,1999-05-10,5,40.42,4.7,delivered
SHP10488,RT02,1999-05-11,11,62.24,2.2,delivered
SHP10489,RT03,1999-05-12,9,56.91,6.7,delivered
SHP10490,RT03,1999-05-13,5,95.1,6.3,in_transit
SHP10491,RT04,1999-05-14,13,76.63,4.1,delivered
SHP10492,RT01,1999-05-15,9,64.68,3.1,delivered
SHP10493,RT02,1999-05-16,9,93.41,3.3,delivered
SHP10494,RT04,1999-05-17,10,63.22,6.3,delivered
SHP10495,RT04,1999-05-18,9,82.06,3.5,delivered
SHP10496,RT04,1999-05-19,13,83.52,4.4,delivered
SHP10497,RT01,1999-05-20,8,34.0,3.4,in_transit
SHP10498,RT04,1999-05-21,13,89.97,6.2,delivered
SHP10499,RT03,1999-05-22,10,75.29,2.3,delivered
SHP10500,RT04,1999-05-23,12,75.38,5.8,delivered
SHP10501,RT02,1999-05-24,13,57.21,5.7,in_transit
SHP10502,RT04,1999-05-25,10,57.58,6.8,delivered
SHP10503,RT04,1999-05-26,9,77.11,3.5,delivered
SHP10504,RT03,1999-05-27,11,47.69,7.3,delivered
SHP10505,RT02,1999-05-28,9,75.0,5.3,delivered
SHP10506,RT04,1999-05-29,11,98.67,6.9,delivered
SHP10507,RT03,1999-05-30,8,83.44,4.4,delivered
SHP10508,RT04,1999-05-31,8,41.54,2.5,delivered
SHP10509,RT02,1999-06-01,4,51.59,2.5,delivered
SHP10510,RT01,1999-06-02,15,32.67,4.5,delivered
SHP10511,RT01,1999-06-03,14,75.69,5.6,delivered
SHP10512,RT04,1999-06-04,13,68.99,6.0,delivered
SHP10513,RT03,1999-06-05,12,98.27,5.9,delivered
SHP10514,RT01,1999-06-06,11,55.81,5.0,in_transit
SHP10515,RT03,1999-06-07,10,89.4,2.6,failed
SHP10516,RT03,1999-06-08,8,74.87,5.0,delivered
SHP10517,RT03,1999-06-09,10,31.08,5.1,delivered
SHP10518,RT01,1999-06-10,8,30.36,3.4,delivered
SHP10519,RT02,1999-06-11,7,46.85,7.0,failed
SHP10520,RT04,1999-06-12,8,50.73,4.4,delivered
SHP10521,RT04,1999-06-13,11,85.55,2.7,delivered
SHP10522,RT04,1999-06-14,11,63.36,5.1,failed
SHP10523,RT04,1999-06-15,8,69.98,1.0,delivered
SHP10524,RT01,1999-06-16,15,54.46,4.3,in_transit
SHP10525,RT04,1999-06-17,5,60.72,6.9,in_transit
SHP10526,RT04,1999-06-18,7,61.67,5.8,in_transit
SHP10527,RT02,1999-06-19,16,96.23,3.9,in_transit
SHP10528,RT01,1999-06-20,14,38.15,7.8,in_transit
SHP10529,RT03,1999-06-21,9,89.2,3.1,delivered
SHP10530,RT02,1999-06-22,7,63.86,5.0,failed
SHP10531,RT01,1999-06-23,4,39.39,3.3,delivered
SHP10532,RT01,1999-06-24,4,35.7,4.3,delivered
SHP10533,RT04,1999-06-25,9,52.71,4.5,delivered
SHP10534,RT04,1999-06-26,17,95.6,8.7,delivered
SHP10535,RT03,1999-06-27,10,35.01,3.2,delivered
SHP10536,RT04,1999-06-28,11,57.6,6.3,delivered
SHP10537,RT02,1999-06-29,7,71.87,4.5,delivered
SHP10538,RT03,1999-06-30,2,66.53,6.0,delivered
SHP10539,RT02,1999-07-01,4,82.25,5.3,delivered
SHP10540,RT01,1999-07-02,8,52.78,2.3,delivered
SHP10541,RT04,1999-07-03,7,54.38,4.3,delivered
SHP10542,RT04,1999-07-04,10,94.12,4.8,in_transit
SHP10543,RT01,1999-07-05,10,95.51,0.9,delivered
SHP10544,RT02,1999-07-06,14,66.91,5.2,delivered
SHP10545,RT01,1999-07-07,7,53.85,3.7,delivered
SHP10546,RT02,1999-07-08,8,77.98,6.7,failed
SHP10547,RT02,1999-07-09,11,43.99,5.0,delivered
SHP10548,RT03,1999-07-10,6,44.08,2.5,delivered
SHP10549,RT01,1999-07-11,9,96.31,5.6,delivered
SHP10550,RT03,1999-07-12,8,82.98,8.1,in_transit
SHP10551,RT03,1999-07-13,12,43.4,4.1,in_transit
SHP10552,RT01,1999-07-14,5,43.61,6.3,in_transit
SHP10553,RT03,1999-07-15,11,87.73,3.2,delivered
SHP10554,RT01,1999-07-16,10,63.53,3.8,in_transit
SHP10555,RT03,1999-07-17,11,69.04,6.3,delivered
SHP10556,RT01,1999-07-18,9,57.85,5.8,failed
SHP10557,RT01,1999-07-19,13,63.28,1.6,failed
SHP10558,RT01,1999-07-20,6,93.61,2.9,delivered
SHP10559,RT03,1999-07-21,10,34.21,6.5,in_transit
SHP10560,RT02,1999-07-22,10,94.56,3.0,in_transit
SHP10561,RT04,1999-07-23,6,75.68,6.1,delivered
SHP10562,RT03,1999-07-24,9,75.49,6.1,in_transit
SHP10563,RT02,1999-07-25,10,89.04,2.7,delivered
SHP10564,RT01,1999-07-26,7,63.7,4.0,delivered
SHP10565,RT03,1999-07-27,7,84.89,5.4,delivered
SHP10566,RT01,1999-07-28,12,65.48,3.8,delivered
SHP10567,RT04,1999-07-29,12,72.91,4.9,delivered
SHP10568,RT03,1999-07-30,10,99.5,6.7,delivered
SHP10569,RT01,1999-07-31,13,77.64,3.0,delivered
SHP10570,RT04,1999-08-01,6,31.07,5.9,delivered
SHP10571,RT01,1999-08-02,10,83.13,7.2,delivered
SHP10572,RT04,1999-08-03,9,70.34,3.6,delivered
SHP10573,RT03,1999-08-04,14,75.0,7.8,delivered
SHP10574,RT04,1999-08-05,15,96.13,5.9,delivered
SHP10575,RT01,1999-08-06,12,99.79,3.4,delivered
SHP10576,RT02,1999-08-07,8,93.64,5.1,delivered
SHP10577,RT03,1999-08-08,13,46.67,4.8,delivered
SHP10578,RT03,1999-08-09,9,33.83,4.6,delivered
SHP10579,RT04,1999-08-10,14,32.33,4.6,delivered
SHP10580,RT03,1999-08-11,9,39.0,4.9,delivered
SHP10581,RT03,1999-08-12,16,63.23,4.3,in_transit
SHP10582,RT04,1999-08-13,6,54.17,5.9,delivered
SHP10583,RT03,1999-08-14,10,39.56,3.2,delivered
SHP10584,RT03,1999-08-15,14,42.85,5.4,delivered
SHP10585,RT01,1999-08-16,6,95.45,3.8,in_transit
SHP10586,RT01,1999-08-17,9,69.03,2.9,in_transit
SHP10587,RT02,1999-08-18,10,96.93,3.4,in_transit
SHP10588,RT04,1999-08-19,8,52.2,6.4,in_transit
SHP10589,RT04,1999-08-20,10,57.63,2.7,delivered
SHP10590,RT04,1999-08-21,9,36.34,1.7,failed
SHP10591,RT02,1999-08-22,13,60.49,7.5,failed
SHP10592,RT04,1999-08-23,13,93.03,3.5,delivered
SHP10593,RT01,1999-08-24,4,50.25,6.8,delivered
SHP10594,RT03,1999-08-25,7,81.0,5.5,delivered
SHP10595,RT02,1999-08-26,14,99.97,5.6,in_transit
SHP10596,RT03,1999-08-27,6,74.08,5.2,delivered
SHP10597,RT03,1999-08-28,10,49.61,7.6,in_transit
SHP10598,RT01,1999-08-29,14,38.8,3.0,delivered
SHP10599,RT01,1999-08-30,9,93.34,7.5,delivered
SHP10600,RT01,1999-08-31,14,32.28,6.3,delivered
SHP10601,RT02,1999-09-01,12,82.51,6.9,failed
SHP10602,RT04,1999-09-02,12,64.24,6.2,in_transit
SHP10603,RT04,1999-09-03,7,95.5,3.3,in_transit
SHP10604,RT01,1999-09-04,16,60.25,4.5,in_transit
SHP10605,RT02,1999-09-05,15,49.48,6.2,failed
SHP10606,RT03,1999-09-06,7,87.53,6.1,delivered
SHP10607,RT02,1999-09-07,7,97.77,2.9,delivered
SHP10608,RT03,1999-09-08,9,57.47,4.9,failed
SHP10609,RT03,1999-09-09,13,65.04,8.5,delivered
SHP10610,RT04,1999-09-10,8,96.27,5.3,delivered
SHP10611,RT01,1999-09-11,18,66.89,5.2,delivered
SHP10612,RT04,1999-09-12,15,90.71,4.3,delivered
SHP10613,RT02,1999-09-13,11,98.86,6.5,failed
SHP10614,RT02,1999-09-14,10,64.71,9.5,delivered
SHP10615,RT04,1999-09-15,19,87.03,3.6,failed
SHP10616,RT04,1999-09-16,8,78.81,5.8,failed
SHP10617,RT04,1999-09-17,13,37.52,7.8,delivered
SHP10618,RT01,1999-09-18,6,82.97,2.0,delivered
SHP10619,RT04,1999-09-19,8,64.49,7.7,delivered
SHP10620,RT01,1999-09-20,12,79.62,1.1,delivered
SHP10621,RT03,1999-09-21,13,54.07,3.4,in_transit
SHP10622,RT02,1999-09-22,9,43.62,2.4,delivered
SHP10623,RT02,1999-09-23,13,65.9,5.8,delivered
SHP10624,RT02,1999-09-24,11,80.5,6.1,delivered
SHP10625,RT01,1999-09-25,8,79.69,5.0,delivered
SHP10626,RT02,1999-09-26,9,40.36,5.2,delivered
SHP10627,RT01,1999-09-27,11,51.83,5.2,in_transit
SHP10628,RT01,1999-09-28,9,65.49,6.9,delivered
SHP10629,RT01,1999-09-29,13,70.42,5.6,delivered
SHP10630,RT03,1999-09-30,11,60.11,6.4,delivered
SHP10631,RT04,1999-10-01,14,66.62,5.3,delivered
SHP10632,RT03,1999-10-02,15,85.9,4.2,delivered
SHP10633,RT02,1999-10-03,11,67.04,5.4,in_transit
SHP10634,RT02,1999-10-04,15,58.1,6.5,in_transit
SHP10635,RT04,1999-10-05,4,77.82,6.9,delivered
SHP10636,RT02,1999-10-06,7,33.55,6.8,in_transit
SHP10637,RT03,1999-10-07,10,85.56,3.8,delivered
SHP10638,RT02,1999-10-08,7,83.7,5.3,delivered
SHP10639,RT04,1999-10-09,9,91.88,2.5,delivered
SHP10640,RT02,1999-10-10,13,76.83,3.9,delivered
SHP10641,RT01,1999-10-11,8,74.05,5.8,delivered
SHP10642,RT04,1999-10-12,13,88.17,5.3,delivered
SHP10643,RT03,1999-10-13,5,43.81,5.1,delivered
SHP10644,RT02,1999-10-14,14,99.8,3.5,in_transit
SHP10645,RT02,1999-10-15,19,75.61,4.7,delivered
SHP10646,RT02,1999-10-16,9,82.7,10.3,failed
SHP10647,RT02,1999-10-17,7,61.53,5.1,delivered
SHP10648,RT02,1999-10-18,6,34.85,5.3,delivered
SHP10649,RT02,1999-10-19,10,96.36,9.2,delivered
SHP10650,RT03,1999-10-20,10,97.11,8.3,in_transit
SHP10651,RT01,1999-10-21,7,32.24,5.1,delivered
SHP10652,RT01,1999-10-22,6,30.05,9.9,delivered
SHP10653,RT04,1999-10-23,9,63.91,5.7,in_transit
SHP10654,RT03,1999-10-24,11,74.19,3.8,delivered
SHP10655,RT01,1999-10-25,10,92.08,8.0,delivered
SHP10656,RT02,1999-10-26,10,77.55,4.3,delivered
SHP10657,RT01,1999-10-27,9,72.84,1.5,in_transit
SHP10658,RT02,1999-10-28,9,57.23,5.0,delivered
SHP10659,RT01,1999-10-29,8,30.95,4.3,delivered
SHP10660,RT03,1999-10-30,12,92.59,10.3,delivered
SHP10661,RT01,1999-10-31,7,66.16,6.5,delivered
SHP10662,RT01,1999-11-01,12,71.96,5.0,failed
SHP10663,RT02,1999-11-02,11,68.42,10.6,delivered
SHP10664,RT03,1999-11-03,12,83.44,3.0,in_transit
SHP10665,RT03,1999-11-04,9,52.67,4.9,delivered
SHP10666,RT02,1999-11-05,12,47.72,6.8,delivered
SHP10667,RT01,1999-11-06,12,81.09,6.1,delivered
SHP10668,RT02,1999-11-07,11,44.41,7.9,delivered
SHP10669,RT04,1999-11-08,10,83.78,5.2,in_transit
SHP10670,RT02,1999-11-09,6,75.01,4.0,delivered
SHP10671,RT03,1999-11-10,9,77.73,7.1,delivered
SHP10672,RT03,1999-11-11,7,57.37,4.0,delivered
SHP10673,RT02,1999-11-12,13,85.43,-0.1,delivered
SHP10674,RT03,1999-11-13,12,74.96,4.4,in_transit
SHP10675,RT02,1999-11-14,6,64.93,5.5,in_transit
SHP10676,RT02,1999-11-15,8,32.84,7.3,delivered
SHP10677,RT01,1999-11-16,6,80.16,4.2,delivered
SHP10678,RT03,1999-11-17,11,80.1,3.1,delivered
SHP10679,RT04,1999-11-18,11,63.66,3.8,delivered
SHP10680,RT01,1999-11-19,14,70.14,7.1,delivered
SHP10681,RT01,1999-11-20,7,88.8,6.5,delivered
SHP10682,RT04,1999-11-21,7,53.65,3.3,in_transit
SHP10683,RT03,1999-11-22,9,92.18,9.0,delivered
SHP10684,RT02,1999-11-23,10,59.98,4.9,in_transit
SHP10685,RT01,1999-11-24,10,31.17,5.8,in_transit
SHP10686,RT04,1999-11-25,4,67.25,6.7,delivered
SHP10687,RT01,1999-11-26,10,78.01,4.2,delivered
SHP10688,RT04,1999-11-27,9,82.48,5.2,in_transit
SHP10689,RT02,1999-11-28,8,34.96,4.7,delivered
SHP10690,RT04,1999-11-29,15,39.85,3.3,delivered
SHP10691,RT01,1999-11-30,6,64.94,3.7,delivered
SHP10692,RT04,1999-12-01,12,93.09,5.3,in_transit
SHP10693,RT02,1999-12-02,10,34.78,6.8,delivered
SHP10694,RT04,1999-12-03,12,99.06,1.8,in_transit
SHP10695,RT02,1999-12-04,19,79.68,2.1,delivered
SHP10696,RT01,1999-12-05,6,95.98,7.4,delivered
SHP10697,RT02,1999-12-06,11,51.26,5.2,in_transit
SHP10698,RT01,1999-12-07,10,89.33,3.2,delivered
SHP10699,RT01,1999-12-08,12,74.33,4.2,delivered
SHP10700,RT04,1999-12-09,12,58.37,5.7,delivered
SHP10701,RT01,1999-12-10,4,64.9,7.2,in_transit
SHP10702,RT02,1999-12-11,15,58.54,6.7,delivered
SHP10703,RT03,1999-12-12,14,99.0,3.6,delivered
SHP10704,RT03,1999-12-13,12,81.01,6.2,delivered
SHP10705,RT04,1999-12-14,9,76.06,2.9,delivered
SHP10706,RT04,1999-12-15,16,44.86,6.3,in_transit
SHP10707,RT01,1999-12-16,8,62.2,5.1,delivered
SHP10708,RT04,1999-12-17,11,30.56,6.3,delivered
SHP10709,RT03,1999-12-18,8,69.51,3.2,failed
SHP10710,RT02,1999-12-19,11,85.54,0.9,delivered
SHP10711,RT03,1999-12-20,9,60.25,2.4,delivered
SHP10712,RT02,1999-12-21,11,83.69,4.4,delivered
SHP10713,RT01,1999-12-22,12,49.5,5.3,delivered
SHP10714,RT01,1999-12-23,7,57.43,2.4,delivered
SHP10715,RT04,1999-12-24,13,50.33,5.0,delivered
SHP10716,RT01,1999-12-25,10,86.81,6.8,in_transit
SHP10717,RT02,1999-12-26,9,84.28,5.6,delivered
SHP10718,RT02,1999-12-27,6,32.39,5.0,delivered
SHP10719,RT02,1999-12-28,9,79.09,3.1,in_transit
SHP10720,RT04,1999-12-29,8,88.74,6.0,failed
SHP10721,RT04,1999-12-30,13,95.86,2.5,failed
SHP10722,RT03,1999-12-31,7,59.88,2.4,delivered
SHP10723,RT01,2000-01-01,9,90.65,5.2,delivered
SHP10724,RT03,2000-01-02,11,61.35,7.9,delivered
SHP10725,RT03,2000-01-03,14,57.94,3.4,delivered
SHP10726,RT02,2000-01-04,5,41.64,2.0,delivered
SHP10727,RT04,2000-01-05,22,81.85,6.4,delivered
SHP10728,RT01,2000-01-06,8,87.27,-0.4,delivered
SHP10729,RT04,2000-01-07,11,92.02,5.4,in_transit
SHP10730,RT02,2000-01-08,11,58.96,4.9,in_transit
SHP10731,RT03,2000-01-09,5,51.27,2.8,delivered
SHP10732,RT03,2000-01-10,15,42.02,6.5,delivered
SHP10733,RT02,2000-01-11,11,44.15,5.9,in_transit
SHP10734,RT02,2000-01-12,13,38.13,6.5,delivered
SHP10735,RT03,2000-01-13,8,47.58,3.5,in_transit
SHP10736,RT01,2000-01-14,12,54.28,1.4,failed
SHP10737,RT04,2000-01-15,8,94.03,3.2,delivered
SHP10738,RT03,2000-01-16,13,88.34,3.9,failed
SHP10739,RT02,2000-01-17,11,39.62,5.9,delivered
SHP10740,RT03,2000-01-18,6,78.88,4.0,in_transit
SHP10741,RT02,2000-01-19,14,45.14,4.8,delivered
SHP10742,RT01,2000-01-20,4,80.74,5.5,delivered
SHP10743,RT03,2000-01-21,9,97.67,3.9,in_transit
SHP10744,RT01,2000-01-22,14,68.42,2.2,delivered
SHP10745,RT02,2000-01-23,10,62.09,6.5,in_transit
SHP10746,RT04,2000-01-24,13,73.69,8.5,delivered
SHP10747,RT02,2000-01-25,15,66.61,2.3,in_transit
SHP10748,RT02,2000-01-26,15,33.66,6.4,delivered
SHP10749,RT01,2000-01-27,10,44.79,5.3,delivered
SHP10750,RT03,2000-01-28,9,95.19,6.6,delivered
SHP10751,RT04,2000-01-29,11,53.08,3.1,in_transit
SHP10752,RT04,2000-01-30,11,51.11,3.9,delivered
SHP10753,RT04,2000-01-31,11,63.3,7.8,delivered
SHP10754,RT03,2000-02-01,12,34.51,4.1,delivered
SHP10755,RT02,2000-02-02,5,64.62,6.5,delivered
SHP10756,RT01,2000-02-03,10,50.26,3.9,delivered
SHP10757,RT01,2000-02-04,9,81.02,9.2,in_transit
SHP10758,RT02,2000-02-05,17,41.02,3.1,delivered
SHP10759,RT02,2000-02-06,8,94.73,8.8,delivered
SHP10760,RT02,2000-02-07,13,56.97,7.0,delivered
SHP10761,RT04,2000-02-08,8,75.41,4.4,delivered
SHP10762,RT03,2000-02-09,15,52.89,1.7,failed
SHP10763,RT04,2000-02-10,11,89.65,5.2,delivered
SHP10764,RT03,2000-02-11,11,50.51,4.2,delivered
SHP10765,RT04,2000-02-12,14,90.12,5.0,delivered
SHP10766,RT03,2000-02-13,12,89.18,8.0,delivered
SHP10767,RT04,2000-02-14,10,98.39,5.2,delivered
SHP10768,RT02,2000-02-15,6,65.32,5.3,delivered
SHP10769,RT01,2000-02-16,10,96.8,5.6,delivered
SHP10770,RT04,2000-02-17,15,79.09,8.1,failed
SHP10771,RT02,2000-02-18,11,47.33,3.3,failed
SHP10772,RT04,2000-02-19,7,59.22,4.0,failed
SHP10773,RT02,2000-02-20,15,55.59,3.2,failed
SHP10774,RT04,2000-02-21,9,82.48,4.2,delivered
SHP10775,RT04,2000-02-22,9,54.85,1.4,delivered
SHP10776,RT03,2000-02-23,5,82.59,5.5,delivered
SHP10777,RT03,2000-02-24,10,56.56,2.3,delivered
SHP10778,RT03,2000-02-25,13,64.14,6.8,delivered
SHP10779,RT02,2000-02-26,13,93.98,5.8,in_transit
SHP10780,RT01,2000-02-27,14,86.09,0.8,delivered
SHP10781,RT01,2000-02-28,15,88.28,9.5,delivered
SHP10782,RT03,2000-02-29,12,51.03,2.9,delivered
SHP10783,RT03,2000-03-01,9,64.3,4.9,failed
SHP10784,RT02,2000-03-02,11,78.13,2.1,delivered
SHP10785,RT02,2000-03-03,10,63.99,7.7,delivered
SHP10786,RT01,2000-03-04,7,41.64,4.6,delivered
SHP10787,RT03,2000-03-05,8,43.48,4.8,delivered
SHP10788,RT04,2000-03-06,11,74.5,4.2,delivered
SHP10789,RT02,2000-03-07,7,97.38,3.8,delivered
SHP10790,RT04,2000-03-08,10,34.54,2.2,delivered
SHP10791,RT02,2000-03-09,8,71.33,6.3,in_transit
SHP10792,RT01,2000-03-10,11,52.87,8.1,delivered
SHP10793,RT02,2000-03-11,14,39.03,9.7,delivered
SHP10794,RT04,2000-03-12,17,65.07,2.6,delivered
SHP10795,RT04,2000-03-13,7,82.75,5.4,delivered
SHP10796,RT01,2000-03-14,9,79.93,7.2,failed
SHP10797,RT04,2000-03-15,11,49.72,4.9,delivered
SHP10798,RT03,2000-03-16,8,47.96,2.7,delivered
SHP10799,RT02,2000-03-17,12,46.38,6.8,delivered
SHP10800,RT01,2000-03-18,12,58.05,6.3,delivered
SHP10801,RT03,2000-03-19,12,55.21,7.7,delivered
SHP10802,RT04,2000-03-20,8,92.57,5.8,delivered
SHP10803,RT01,2000-03-21,7,72.34,5.8,in_transit
SHP10804,RT04,2000-03-22,7,30.96,5.9,failed
SHP10805,RT02,2000-03-23,7,88.63,7.2,delivered
SHP10806,RT03,2000-03-24,12,94.68,3.2,failed
SHP10807,RT03,2000-03-25,13,94.57,6.2,in_transit
SHP10808,RT04,2000-03-26,5,82.06,2.5,in_transit
SHP10809,RT04,2000-03-27,11,85.88,5.5,delivered
SHP10810,RT01,2000-03-28,12,81.12,4.4,delivered
SHP10811,RT04,2000-03-29,13,93.76,5.0,failed
SHP10812,RT01,2000-03-30,18,50.06,4.0,delivered
SHP10813,RT02,2000-03-31,10,75.4,9.0,failed
SHP10814,RT02,2000-04-01,8,85.81,5.9,delivered
SHP10815,RT01,2000-04-02,13,93.12,3.1,delivered
SHP10816,RT04,2000-04-03,10,42.23,7.1,delivered
SHP10817,RT02,2000-04-04,10,79.46,5.1,delivered
SHP10818,RT03,2000-04-05,9,48.75,8.0,delivered
SHP10819,RT03,2000-04-06,14,65.98,3.6,delivered
SHP10820,RT01,2000-04-07,14,90.49,4.8,failed
SHP10821,RT03,2000-04-08,13,33.96,6.5,failed
SHP10822,RT03,2000-04-09,10,77.44,2.4,delivered
SHP10823,RT03,2000-04-10,13,69.79,3.2,delivered
SHP10824,RT01,2000-04-11,9,67.55,5.1,failed
SHP10825,RT03,2000-04-12,10,61.9,4.4,delivered
SHP10826,RT01,2000-04-13,10,65.5,6.1,delivered
SHP10827,RT01,2000-04-14,11,92.18,3.6,in_transit
SHP10828,RT02,2000-04-15,13,38.71,4.7,delivered
SHP10829,RT04,2000-04-16,13,88.62,7.3,delivered
SHP10830,RT03,2000-04-17,14,45.69,5.7,delivered
SHP10831,RT01,2000-04-18,8,98.34,7.4,in_transit
SHP10832,RT04,2000-04-19,8,43.41,2.6,in_transit
SHP10833,RT04,2000-04-20,8,47.22,2.7,delivered
SHP10834,RT03,2000-04-21,8,56.18,4.1,delivered
SHP10835,RT02,2000-04-22,9,96.49,2.0,in_transit
SHP10836,RT03,2000-04-23,8,81.05,6.1,delivered
SHP10837,RT02,2000-04-24,13,96.41,5.4,delivered
SHP10838,RT04,2000-04-25,13,42.52,9.8,delivered
SHP10839,RT01,2000-04-26,20,85.44,4.2,delivered
SHP10840,RT02,2000-04-27,8,40.56,3.9,in_transit
SHP10841,RT02,2000-04-28,15,42.37,6.1,delivered
SHP10842,RT01,2000-04-29,13,77.76,5.4,delivered
SHP10843,RT01,2000-04-30,15,79.52,8.5,delivered
SHP10844,RT01,2000-05-01,9,74.99,4.9,in_transit
SHP10845,RT04,2000-05-02,10,30.99,0.8,delivered
SHP10846,RT01,2000-05-03,12,64.65,8.7,delivered
SHP10847,RT02,2000-05-04,16,41.26,4.5,delivered
SHP10848,RT04,2000-05-05,5,74.62,4.3,failed
SHP10849,RT04,2000-05-06,15,33.0,7.5,delivered
SHP10850,RT02,2000-05-07,9,78.42,6.5,in_transit
SHP10851,RT03,2000-05-08,8,34.97,6.8,delivered
SHP10852,RT03,2000-05-09,14,33.18,4.6,delivered
SHP10853,RT02,2000-05-10,8,76.51,5.8,delivered
SHP10854,RT04,2000-05-11,8,68.85,5.6,delivered
SHP10855,RT04,2000-05-12,10,65.33,1.8,delivered
SHP10856,RT03,2000-05-13,5,33.65,4.6,delivered
SHP10857,RT01,2000-05-14,10,36.93,3.0,delivered
SHP10858,RT04,2000-05-15,10,47.61,7.2,delivered
SHP10859,RT03,2000-05-16,9,53.36,5.4,in_transit
SHP10860,RT01,2000-05-17,7,65.79,8.0,delivered
SHP10861,RT04,2000-05-18,11,45.07,7.4,delivered
SHP10862,RT03,2000-05-19,8,60.99,5.3,delivered
SHP10863,RT03,2000-05-20,7,85.42,6.4,delivered
SHP10864,RT03,2000-05-21,6,43.97,5.9,delivered
SHP10865,RT01,2000-05-22,12,99.69,6.0,in_transit
SHP10866,RT01,2000-05-23,13,45.26,1.7,delivered
SHP10867,RT04,2000-05-24,15,42.71,6.5,delivered
SHP10868,RT04,2000-05-25,9,46.88,5.5,in_transit
SHP10869,RT01,2000-05-26,13,62.61,4.9,delivered
SHP10870,RT01,2000-05-27,10,85.25,0.5,in_transit
SHP10871,RT04,2000-05-28,8,30.46,2.9,delivered
SHP10872,RT04,2000-05-29,13,62.6,5.7,in_transit
SHP10873,RT03,2000-05-30,8,69.75,0.9,delivered
SHP10874,RT01,2000-05-31,9,87.54,6.0,failed
SHP10875,RT01,2000-06-01,9,87.96,3.7,in_transit
SHP10876,RT01,2000-06-02,12,81.69,4.6,delivered
SHP10877,RT01,2000-06-03,12,92.49,7.0,delivered
SHP10878,RT02,2000-06-04,10,99.27,5.2,delivered
SHP10879,RT01,2000-06-05,7,54.69,5.5,delivered
SHP10880,RT03,2000-06-06,5,38.65,5.4,delivered
SHP10881,RT03,2000-06-07,12,96.02,4.4,delivered
SHP10882,RT04,2000-06-08,9,99.25,8.1,delivered
SHP10883,RT02,2000-06-09,5,93.38,3.0,delivered
SHP10884,RT03,2000-06-10,6,84.75,5.1,delivered
SHP10885,RT04,2000-06-11,15,31.96,5.0,delivered
SHP10886,RT04,2000-06-12,8,45.67,2.6,in_transit
SHP10887,RT01,2000-06-13,13,32.17,4.3,delivered
SHP10888,RT01,2000-06-14,6,64.07,8.2,delivered
SHP10889,RT02,2000-06-15,10,88.47,4.1,delivered
SHP10890,RT03,2000-06-16,13,39.74,1.0,in_transit
SHP10891,RT04,2000-06-17,9,65.43,5.4,in_transit
SHP10892,RT02,2000-06-18,13,36.14,7.6,in_transit
SHP10893,RT01,2000-06-19,14,36.69,5.4,delivered
SHP10894,RT04,2000-06-20,8,41.79,8.5,delivered
